CICLO,TRIMESTRE,ID_RAMO,DESC_RAMO,ACRON_DEP_ENT,DESC_DEP_ENT,MODALIDAD_PP ,DESC_PP,INST_COORD,ANIO_RECOMENDACION,ORIGEN_RECOMENDACION,ID_ASM,DESC_ASM,GASTO_FEDERALIZADO,TIPO_ASM,TEMA_ASM,TIPO_MEJORA,PRIORIDAD,AVANCE_ASM,FECHA_REPORTE,EVIDENCIA
2013-2014,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Programa Nacional Forestal Pago por Servicios Ambientales,CONEVAL,2013,Evaluación Complementaria,16s219c0013_07,"Inclusión de  más jóvenes y mujeres como en los beneficios del programa, mediante un mecanismo que formalizase su participación en la realización de actividades propuestas en el PMPM o la GMPM. (EC S110 Y S136)",Si,Específico,Operación; Resultado; Indicadores; Coberturas; Planeación; Ejecución,Adiciona,Alta,100,31/03/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación Complementaria,16s219c0015_03,Contar con más elementos en la selección de obras de conservación y restauración de suelos. (S219 EC),Si,Específico,Operación,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2014,Evaluación Complementaria,16s219c0015_04,Contar con procedimiento para una mejor selección de las obras de restauración de suelo acorde a las características del terreno y ecosistema. (U036 EC-APE Mecanismo 2015),Si,Específico,Diseño; Productos   ,Adiciona,Alta,100,29/04/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación Complementaria,16s219c0015_10,Impulsar cursos de capacitación en desarrollo de habilidades gerenciales para los integrantes de las cadenas productivas y Empresa Forestales Comunitarias (EFC). (U036 EC),Si,Específico,Operación,Adiciona,Alta,100,29/04/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación Complementaria,16s219c0015_11,"Intercambio de información y mayor cobertura de monitoreo, que permita una optimización de recursos y elementos de análisis. (U036 EC)",Si,Específico,Operación,Adiciona,Alta,100,29/04/2016,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2014,Evaluación Específica de Desempeño,16s219ced14_03,Trabajar una estrategia de coordinación en el territorio en áreas prioritarias. (S219 EED),Si,Específico,Operación,Adiciona,Media,100,31/03/2017,N/D
2012-2013,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,ProÁrbol.-Pago por Servicios Ambientales,CONEVAL,2012,Evaluación de Consistencia y Resultados,16s219pcr12-01,"Estimar como indicador de eficiencia y trasparencia del programa, el cálculo del costo unitario por estado. (S110 ECyR)",Si,Específico,Resultado; Indicadores; Planeación,Adiciona,Media,100,31/03/2016,N/D
2012-2013,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,ProÁrbol.-Pago por Servicios Ambientales,CONEVAL,2012,Evaluación de Consistencia y Resultados,16s219pcr12-03,"Promover un mejor entendimiento de los apoyos del Programa hacia sus solicitantes y una mayor apropiación de los objetivos del mismo en los beneficiarios, mediante la realización de una guía rápida de los apoyos. (S110 ECyR)",Si,Específico,Operación; Resultado; Ejecución,Adiciona,Media,100,31/03/2016,N/D
2012-2013,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,ProÁrbol.-Pago por Servicios Ambientales,CONEVAL,2012,Evaluación de Consistencia y Resultados,16s219pcr12-04,Revisar las alternativas internacionales existentes a fin de actualizar la justificación respecto a si la intervención gubernamental en el pago de servicios ambientales es la política más eficiente para resolver el problema que atiende el programa. (S110 ECyR),Si,Específico,Diseño; Planeación,Adiciona,Media,100,31/03/2016,N/D
2014-2015,03T2016,19,Aportaciones a Seguridad Social,IMSS,Instituto Mexicano del Seguro Social,S038,Programa IMSS-PROSPERA,CONEVAL,2013,Otros Informes Externos,19s038cie13_01,Impulsar la realización de acuerdos interinstitucionales para incrementar la infraestructura y ampliar la cobertura ,No,Institucional,Coberturas,Adiciona,Media,100,31/03/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",B004,Adquisición de leche nacional,CONEVAL,2015,Ficha de Monitoreo y Evaluación,20b004cfm15_01,"Con base en la culminación del ASM relacionado a la sistematización del Padrón de Productores de Leche,  publicar en la página de internet de Liconsa la nueva base del padrón de productores del PALN, respetando los criterios de confidencialidad.",No,Específico,Productos,Adiciona,Media,100,29/04/2016,N/D
2014-2015,03T2016,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",B004,"Programa de adquisición de leche nacional a cargo de LICONSA, S. A. de C. V.",CONEVAL,2014,Otros Informes Externos,20b004cie14_04,"Publicar en la página de LICONSA, el padrón de productores, respetando los términos de confidencialidad, así como el padrón de los centros de acopio.",No,Específico,Operación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,E003,Servicios a grupos con necesidades especiales,CONEVAL,2014,Otros Informes Externos,20e003cie14_05,Realizar una evaluación de Diseño del Programa E003,No,Institucional,Evaluación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20e003cie14_05.zip
2014-2015,01T2017,20,Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,E016,Generación y articulación de políticas públicas integrales de juventud,CONEVAL,2014,Otros Informes Externos,20e016cie14_08,Realizar una evaluación de Diseño del programa E016,No,Institucional,Evaluación,Adiciona,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20e016cie14_08.zip
2014-2015,03T2016,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",S052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",CONEVAL,2014,Otros Informes Externos,20s052cie14_05,Liconsa deberá gestionar ante Diconsa la inclusión de leche Liconsa en su lista de productos anexa a las reglas de operación. ,No,Específico,Operación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,03T2016,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",S052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",CONEVAL,2014,Otros Informes Externos,20s052cie14_07,"Realizar una estrategia de mercadotecnia para incrementar el consumo de leche fortificada LICONSA, la cual tenga contemplada aquellos programas o entidades a los que se les pueda proveer esta leche",No,Específico,Planeación,Adiciona,Alta,100,31/03/2016,N/D
2015-2016,01T2017,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",S052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",CONEVAL,2015,Evaluación Específica de Desempeño,20s052ped15_01,"Análisis interno sobre los grupos etarios por antender considerando a la estrategia nacional de inclusión, la vinculación con programas sectoriales y especiales, así como el programa estratégico institucional de Liconsa, para posteriormente plantear ejercicios de planeación.",No,Específico,Diseño,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s052ped15_01.zip
2012-2013,03T2016,20,Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",CONEVAL,2012,Evaluación de Consistencia y Resultados,20s053pcr12_01,Establecer el procedimiento para elaborar el documento de planeación estratégica del Programa,No,Institucional,Planeación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,S057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),CONEVAL,2014,Otros Informes Externos,20s057cie14_01,Analizar los mecanismos de recolección de información del FONART,No,Institucional,Indicadores,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s057cie14_01.zip
2014-2015,01T2017,20,Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,S057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),CONEVAL,2014,Otros Informes Externos,20s057cie14_03,Incorporar en la Metodología de Seguimiento Físico del FONART un instrumento que permita medir la satisfacción de los beneficiarios.,No,Institucional,Evaluación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s057cie14_03.zip
2012-2013,03T2016,20,Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,S057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),CONEVAL,2012,Evaluación de Consistencia y Resultados,20s057pcr12_01,"Elaboración de un documento de Planeación Estratégica de Corto, Mediano y Largo Plazos del Programa FONART.",No,Institucional,Planeación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S061,Programa 3 x 1 para Migrantes,CONEVAL,2014,Evaluación de Procesos,20s061ppr14_02,Documentar el procedimiento para la determinación de metas del P3x1,No,Específico,Planeación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S061,Programa 3 x 1 para Migrantes,CONEVAL,2014,Evaluación de Procesos,20s061ppr14_07,Realizar un documento que contengo una estrategia de comunicación en el corto y mediano plazo.,No,Institucional,Operación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s061ppr14_07.zip
2012-2013,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S065,Programa de Atención a Jornaleros Agrícolas,CONEVAL,2011,Evaluación de Consistencia y Resultados,20s065pcr11_01,Elaborar un documento de planeación estratégica que defina la estrategia de cobertura del PAJA para el mediano y largo plazo.,No,Institucional,Planeación,Adiciona,Media,100,31/03/2016,N/D
2015-2016,01T2017,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S070,Programa de Coinversión Social,CONEVAL,2015,Evaluación de Diseño,20s070pdi15_03,Incluir en las convocatorias que emita el programa los procedimientos para el otorgamiento de apoyos o hacer referencia al numeral de las Reglas de Operación en el que se especifica este procedimiento.,No,Específico,Operación; Otros   ,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s070pdi15_03.zip
2015-2016,01T2017,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S070,Programa de Coinversión Social,CONEVAL,2015,Evaluación de Diseño,20s070pdi15_04,"Revisar la definición de impacto social que se incluye en los documentos normativos del programa y, en su caso, ampliarla, a fin de generar mayor claridad sobre este criterio a la Comisión Dictaminadora.",No,Específico,Operación; Otros   ,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s070pdi15_04.zip
2015-2016,03T2016,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S070,Programa de Coinversión Social,CONEVAL,2015,Evaluación Específica de Desempeño,20s070ped15_02,"Elaborar una memoria histórica con las justificaciones de los cambios en la Matriz de Indicadores para Resultados, que permita evaluar la pertinencia de los mismos.",No,Específico,Diseño; Indicadores; Planeación  ; ,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S071,Programa de Empleo Temporal (PET),CONEVAL,2015,Evaluación de Procesos,20s071ppr15_01,Analizar la atención a recomendaciones derivadas de estudios y evaluaciones de los últimos cuatro años.,No,Institucional,Evaluación,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S071,Programa de Empleo Temporal (PET),CONEVAL,2015,Evaluación de Procesos,20s071ppr15_02,Analizar la factibilidad de realizar una difusión integral del programa que contemple la elaboración y distribución de material informativo en lenguas indígenas y en idioma de señas.,No,Específico,Operación,Adiciona,Alta,100,29/04/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S071,Programa de Empleo Temporal (PET),CONEVAL,2015,Evaluación de Procesos,20s071ppr15_03,Analizar la pertinencia de integrar un instrumento que mida la satisfacción de los beneficiarios en los mecanismos de supervisión que aplica la Dirección General de Seguimiento.,No,Específico,Evaluación,Adiciona,Media,100,29/04/2016,N/D
2014-2015,03T2016,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa PROSPERA Programa de Inclusión Social,CONEVAL,2014,Otros Informes Externos,20s072cie14_08,"Realización de actividades o acciones sobre ahorro dirigido a jóvenes en Portal Vas, Ferias Vas a Mover México y Concursos en asociación con otras instituciones.",Si,Específico,Operación,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",CONEVAL,2014,Otros Informes Externos,20s155cie14_03,Elaborar un mecanismo que contenga la descripción de los procesos de planeación y seguimiento de las IMEF para la ejecución del PAIMEF.,No,Específico,Planeación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s155cie14_03.zip
2012-2013,03T2016,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",CONEVAL,2011,Evaluación de Consistencia y Resultados,20s155pcr11_01,Reforzar la planeación estratégica del PAIMEF ,No,Institucional,Planeación,Adiciona,Alta,100,31/03/2016,N/D
2012-2013,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S174,Programa de estancias infantiles para apoyar a madres trabajadoras,CONEVAL,2012,Evaluación de Consistencia y Resultados,20s174pcr12_02,"Elaboración de un documento de Planeación Estratégica de Corto, Mediano y Largo Plazos del Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras",No,Institucional,Planeación,Adiciona,Media,100,31/03/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S174,Programa de estancias infantiles para apoyar a madres trabajadoras,CONEVAL,2015,Evaluación Específica de Desempeño,20s174ped15_02,"Revisar el comportamiento histórico del indicador ""Porcentaje de beneficiarios que tenían trabajo al momento de ingreso al programa y mientras permanecen en él logran mantenerse y/o mejoran su posición en un trabajo remunerado"", y en su caso ajustar la meta.",No,Institucional,Resultado,Adiciona,Baja,100,29/04/2016,N/D
2012-2013,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S176,Programa 70 y más,CONEVAL,2011,Evaluación de Consistencia y Resultados,20s176pcr11_01,Actualizar los instrumentos de planeación estratégica del programa,No,Institucional,Planeación,Adiciona,Media,100,31/03/2016,N/D
2014-2015,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_06,Elaborar una guía nutricional para quienes cocinan en el comedor comunitario que contemple las necesidades nutricionales regionales y de diferentes grupos de población. ,No,Institucional,Operación,Adiciona,Alta,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_07,"Establecer el documento de seguimiento físico y operativo del Programa, junto con su respectivo informe de resultados",No,Institucional,Ejecución,Adiciona,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20u009cie14_07.zip
2014-2015,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_10,"Establecer un proceso gradual para la identificación de espacios (públicos o privados) en el que se definan los criterios de selección de los mismos, buscando congruencia con la norma 043 de  seguridad e higiene en la preparación de alimentos.  ",No,Específico,Planeación,Adiciona,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20u009cie14_10.zip
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2015,Evaluación de Diseño,20u009pdi15_07,"Nota que incluya la fórmula para el cálculo del gasto unitario de los comedores	",No,Específico,Operación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20u009pdi15_07.zip
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2015,Evaluación de Diseño,20u009pdi15_10,"Revisar y actualizar la MIR 2017 del PCC	",No,Institucional,Indicadores,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20u009pdi15_10.zip
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2015,Evaluación de Procesos,20u009ppr15_05,"Gestión ante otros programas de la SEDESOL para que las personas voluntarias accedan a otros apoyos como incentivos para seguir participando en los CCOM	",No,Específico,Operación,Adiciona,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20u009ppr15_05.zip
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,F005,Desarrollo y promoción de proyectos turísticos sustentables,SHCP,2015,Evaluación de Diseño,21f005pdi15_01,Actualización del diagnóstico del programa presupuestario F005,No,Institucional,Diseño; Planeación   ,Adiciona,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/21f005pdi15_01.rar
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,F005,Desarrollo y promoción de proyectos turísticos sustentables,SHCP,2015,Evaluación de Diseño,21f005pdi15_03,Mejoras a la Matriz de Indicadores para Resultados del programa presupuestario F005 (MIR),No,Institucional,Diseño; Planeación   ,Adiciona,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/21f005pdi15_03.rar
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,S248,Programa de Desarrollo Regional Turístico Sustentable y Pueblos Mágicos,CONEVAL,2015,Evaluación de Diseño,21s248pdi15_01,Actualización del Diagnóstico del Pp S248,Si,Institucional,Diseño; Planeación   ,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,S248,Programa de Desarrollo Regional Turístico Sustentable y Pueblos Mágicos,CONEVAL,2015,Evaluación de Diseño,21s248pdi15_03,Mejoras a la Matriz de Indicadores para Resultados del programa presupuestario S248 (MIR),Si,Institucional,Diseño; Planeación   ,Adiciona,Media,100,29/04/2016,N/D
2015-2016,03T2016,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_01,En cada ejercicio fiscal el Programa elabore una memoria de cálculo de las metas de cada uno de los indicadores de su MIR.,No,Específico,Indicadores,Adiciona,Baja,100,29/04/2016,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_03,"Publicar en su portal de internet toda la información que permita replicar el cálculo de sus indicadores a cualquier persona, así como colocar la respectiva liga de internet con la ubicación de la información en el medio de verificación de cada uno de los indicadores con la finalidad de que éstos se puedan considerar públicos.",No,Específico,Operación,Adiciona,Media,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_04,Se recomienda al Programa elaborar un documento en que se defina su estrategia de cobertura en el corto y mediano plazo.,No,Específico,Coberturas,Adiciona,Media,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_05,"Se recomienda incluir en las Reglas de Operación un anexo en que se definan los criterios utilizados por el Programa en la definición del número de integrantes, mínimo y máximo, que constituyen a los grupos de trabajo y sociedades legalmente constituidas susceptibles de ser apoyados.",No,Específico,Diseño,Adiciona,Baja,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_06,"Se recomienda que el Programa elabore dos guías, una donde se especifique el mecanismo que utiliza para la depuración y otra donde se especifique el mecanismo que utiliza para la actualización de su padrón de beneficiarios.",No,Específico,Operación,Adiciona,Baja,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_07,Se recomienda realizar un análisis que identifique la proporción en que el PROIN contribuye al logro del del Objetivo 4 del PEPI 2014-2018.,No,Específico,Evaluación,Adiciona,Baja,100,31/03/2017,N/D
2014-2015,01T2017,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,K012,Proyectos de infraestructura social de asistencia y seguridad social,SHCP,2014,Evaluación de Consistencia y Resultados,50k012pcr14_06,El Mecanismo de planeación debe incluir la definición de la población objetivo y estrategía de cobertura a mediano y largo plazo.,No,Específico,Otros,Adiciona,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/50k012pcr14_06.zip
2013-2014,03T2016,4,Gobernación,SEGOB,Secretaría de Gobernación,E001,Desarrollo de instrumentos para la prevención del delito,SHCP,2013,Evaluación de Consistencia y Resultados,04e001pcr13_03,"Se recomienda la elaboración de una encuesta de satisfacción de las personas o instituciones que contratan los servicios de seguridad privada, pues no se cuenta con esta información.",No,Específico,Resultado,Adiciona,Media,100,31/03/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2014,Otros Informes Externos,20u009cie14_09,"Establecer un mecanismo que asegure una visita regular a los CCOM y dentro de éste, una cédula de reporte de seguimiento",No,Específico,Operación,Adiciona,Media,99,31/03/2017,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación Complementaria,16s219c0015_02,Capacitar a los asesores técnicos en temas especializados tanto técnicos como habilidades gerenciales (administrativos y ambientales). (U036 EC),Si,Específico,Operación; Resultado; Planeación  ; ,Adiciona,Alta,98,31/03/2017,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAGUA,Comisión Nacional del Agua,E006,Sistemas meteorológicos e hidrológicos,SHCP,2013,Evaluación de Diseño,16e006pdi13_04,Revisar todos los procesos gerenciales y administrativos. (E007 ED Mecanismo 2014),No,Institucional,Diseño; Operación; Resultado; Productos; Indicadores; Planeación; Ejecución; ,Adiciona,Alta,97,31/03/2017,N/D
2014-2015,01T2017,20,Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",CONEVAL,2014,Otros Informes Externos,20s053cie14_02,"Análisis interno de escenarios para maximizar las condiciones sociales y financieras de la empresa, con base en la rentabilidad financiera y la social. ",No,Específico,Planeación,Adiciona,Alta,95,31/03/2017,N/D
2014-2015,01T2017,20,Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",CONEVAL,2014,Otros Informes Externos,20s053cie14_10,"Valorar la pertinencia y factibilidad de cerrar o reubicar las tiendas en las localidades que tienen dos o más de ellas, considerando en el análisis también los resultados de los análisis rentabilidad financiera que correspondan.",No,Específico,Coberturas,Adiciona,Media,95,31/03/2017,N/D
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,U009,Comedores Comunitarios,CONEVAL,2015,Evaluación de Procesos,20u009ppr15_10,"Promover de manera interna la realización de otras actividades comunitarias en los CCOM además de proporcionar apoyos alimenticios, siempre y cuando el espacio reúna las condiciones para ello	",No,Específico,Productos,Adiciona,Baja,95,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E067,Sistema de Información y Gestión Educativa,CONEVAL,2015,Evaluación de Diseño,11e067pdi15_06,"El programa se encuentra claramente alineado con las metas del Plan Nacional de Desarrollo, el Programa Sectorial de Educación y la Estrategia Digital Nacional.",No,Específico,Diseño,Adiciona,Media,92.5,31/03/2017,N/D
2015-2016,01T2017,15,"Desarrollo Agrario, Territorial y Urbano",SEDATU,"Secretaría de Desarrollo Agrario, Territorial y Urbano",S255,Consolidación de Reservas Urbanas,CONEVAL,2015,Evaluación de Diseño,15s255pdi15_01,Fortalecer el Diagnóstico del Programa con base en los Elementos Mínimos a considerar en la Elaboración de Diagnósticos de Programas Nuevos publicados por CONEVAL,No,Institucional,Diseño,Adiciona,Alta,92,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E067,Sistema de Información y Gestión Educativa,CONEVAL,2015,Evaluación de Diseño,11e067pdi15_09,"Existen otros dos sistemas con componentes similares a los del SIGED, uno dentro del sector educativo (operado por el INEE) y otro de la SAGARPA.",No,Específico,Operación,Adiciona,Media,90,31/03/2017,N/D
2015-2016,01T2017,20,Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",CONEVAL,2015,Evaluación Específica de Desempeño,20s053ped15_01,"Análisis para la inclusión de un nuevos indicadores ya sea a nivel de Fin  o en su defecto a nivel de propósito, con base en el levantamiento de seguimiento físico y operativo del PAR, mismo que incluya la nueva medición de margen de ahorro.	",No,Específico,Indicadores,Adiciona,Media,90,31/03/2017,N/D
2012-2013,01T2017,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa de Desarrollo Humano Oportunidades,CONEVAL,2012,Evaluación Complementaria,20s072c0012_01,Elaborar una agenda de evaluación externa de mediano plazo del PDHO.,No,Específico,Evaluación,Adiciona,Alta,90,31/03/2017,N/D
