CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
PAE2008,06u004ped08,6,Hacienda y Crédito Público,u004,Proyectos de comunicación indígena,Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/06u004ped08.zip
PAE2008,08s161ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s161,PROCAMPO,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",74117.65,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s161ped08.zip
PAE2008,08s170ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s170,Alianza para el Campo,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s170ped08.zip
PAE2008,08s173ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s173,Programa de  Apoyo a Contingencias Climatológicas,Específica de desempeño,Colegio de Postgraduados,74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s173ped08.rar
PAE2008,08s195ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s195,Programa de Uso Sustentable de Recursos Naturales para la Producción Primaria,Específica de desempeño,Universidad Autónoma Chapingo,83000.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s195ped08.pdf
PAE2008,08s198ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s198,Programa de Soporte al Sector Agropecuario,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s198ped08.zip
PAE2008,08s210ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s210,Programa de Inducción y Desarrollo del Financiamiento al Medio Rural,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s210ped08.zip
PAE2008,08s211ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s211,Programa de Atención a Problemas Estructurales,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s211ped08.zip
PAE2008,08s212ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s212,Programa de Apoyo a la Participación de Actores para el Desarrollo Rural,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08s212ped08.zip
PAE2008,08u002ped08,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u002,Instrumentación de acciones para mejorar las Sanidades a través de Inspecciones Fitozoosanitarias,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/08u002ped08.zip
PAE2008,10s016ped08,10,Economía,s016,Fondo de Microfinanciamiento a Mujeres Rurales (FOMMUR),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",117867.66,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s016ped08.rar
PAE2008,10s017ped08,10,Economía,s017,Fondo Nacional de Apoyos para Empresas en Solidaridad (FONAES),Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",135000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s017ped08.rar
PAE2008,10S017pim08,10,Economía,S017,Fondo Nacional de Apoyos para Empresas en Solidaridad (FONAES),Impacto,"Benemérita Universidad Autónoma de Puebla, BUAP",135000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10S017pim08.zip
PAE2008,10s020ped08,10,Economía,s020,"Fondo de Apoyo para la Micro, Pequeña y Mediana Empresa (Fondo PYME)",Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",95000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s020ped08.zip
PAE2008,10s020pim08,10,Economía,s020,"Fondo de Apoyo para la Micro, Pequeña y Mediana Empresa (Fondo PYME)",Impacto,Instituto Tecnológico de Estudios Superiores de Monterrey,95000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s020pim08.pdf
PAE2008,10s021ped08,10,Economía,s021,Programa Nacional de Financiamiento al Microempresario,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",117866.66,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s021ped08.zip
PAE2008,10s097ped08,10,Economía,s097,Comité Nacional de Productividad e Innovación Tecnológica (COMPITE),Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",83300.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s097ped08.zip
PAE2008,10s151ped08,10,Economía,s151,Programa para el Desarrollo de la Industria del Software (PROSOFT),Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",139084.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s151ped08.zip
PAE2008,10s151pim08,10,Economía,s151,Programa para el Desarrollo de la Industria del Software (PROSOFT),Impacto,Instituto Tecnológico Autónomo de México,139084.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s151pim08.zip
PAE2008,10s214ped08,10,Economía,s214,Competitividad en Logística y Centrales de Abasto,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",95000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10s214ped08.zip
PAE2008,10u001ped08,10,Economía,u001,Reconversión de sectores productivos ante la eliminación de cuotas compensatorias de productos chinos,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",83300.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/10u001ped08.zip
PAE2008,11s022ped08,11,Educación Pública,s022,Modelo Comunitario de Educación Inicial y Básica para Población Mestiza (CONAFE),Específica de desempeño,Ívico Ahumada Lobo,73080.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s022ped08.zip
PAE2008,11s024ped08,11,Educación Pública,s024,Atención a la Demanda de Educación para Adultos (INEA),Específica de desempeño,Ívico Ahumada Lobo,68150.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s024ped08.zip
PAE2008,11s027ped08,11,Educación Pública,s027,Programa de Mejoramiento del Profesorado (PROMEP),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s027ped08.zip
PAE2008,11s028ped08,11,Educación Pública,s028,Programa Nacional de Becas y Financiamiento (PRONABES),Específica de desempeño,Ívico Ahumada Lobo,99666.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s028ped08.zip
PAE2008,11s029ped08,11,Educación Pública,s029,Programa Escuelas de Calidad,Específica de desempeño,"C-230 Consultores, S. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s029ped08.zip
PAE2008,11s030ped08,11,Educación Pública,s030,Programa Fondo de Modernización para la Educación Superior (FOMES),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",58000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s030ped08.zip
PAE2008,11s031ped08,11,Educación Pública,s031,Programa Fondo de Inversión de Universidades Públicas Estatales con Evaluación de la ANUIES (FIUPEA),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",58000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s031ped08.zip
PAE2008,11s033ped08,11,Educación Pública,s033,Programa de Fortalecimiento de la Educación Especial y de la Integración Educativa,Específica de desempeño,Ívico Ahumada Lobo,92783.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s033ped08.zip
PAE2008,11s035ped08,11,Educación Pública,s035,Programa de Mejoramiento Institucional de las Escuelas Normales Públicas,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s035ped08.zip
PAE2008,11s084ped08,11,Educación Pública,s084,Acciones Compensatorias para Abatir el Rezago Educativo en Educación Inicial y Básica (CONAFE),Específica de desempeño,Ívico Ahumada Lobo,60900.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s084ped08.zip
PAE2008,11s085ped08,11,Educación Pública,s085,Modelo de Educación para la Vida y el Trabajo (INEA),Específica de desempeño,Ívico Ahumada Lobo,73600.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s085ped08.rar
PAE2008,11s090ped08,11,Educación Pública,s090,Modelo Comunitario de Educación Inicial y Básica para Población Indígena y Migrante (CONAFE),Específica de desempeño,Ívico Ahumada Lobo,73600.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s090ped08.zip
PAE2008,11s108ped08,11,Educación Pública,s108,Programa Becas de apoyo a la Educación Básica de Madres Jóvenes y Jóvenes Embarazadas,Específica de desempeño,"C-230 Consultores, S. C.",99666.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s108ped08.zip
PAE2008,11s111ped08,11,Educación Pública,s111,Programa de Educación Preescolar y Primaria para Niños y Niñas de Familias Jornaleras Agrícolas Migrantes,Específica de desempeño,"C-230 Consultores, S. C.",96288.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s111ped08.zip
PAE2008,11s119ped08,11,Educación Pública,s119,Programa Asesor Técnico Pedagógico,Específica de desempeño,"C-230 Consultores, S. C.",96288.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s119ped08.zip
PAE2008,11s126ped08,11,Educación Pública,s126,Programa Educativo Rural,Específica de desempeño,"C-230 Consultores, S. C.",100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s126ped08.zip
PAE2008,11s127ped08,11,Educación Pública,s127,Programa Nacional para la Actualización Permanente de los Maestros en Educación Básica en Servicio,Específica de desempeño,"C-230 Consultores, S. C.",100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s127ped08.zip
PAE2008,11s128ped08,11,Educación Pública,s128,Programa Nacional de Lectura,Específica de desempeño,Ívico Ahumada Lobo,92783.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s128ped08.zip
PAE2008,11s152ped08,11,Educación Pública,s152,Programa para el Fortalecimiento del Servicio de la Educación Telesecundaria,Específica de desempeño,"C-230 Consultores, S. C.",94221.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s152ped08.zip
PAE2008,11s156ped08,11,Educación Pública,s156,Programa Beca de Apoyo a la Práctica Intensiva y al Servicio Social para Estudiantes de Séptimo y Octavo Semestres de Escuelas Normales Públicas,Específica de desempeño,Ívico Ahumada Lobo,100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s156ped08.zip
PAE2008,11s204ped08,11,Educación Pública,s204,Cultura Física,Específica de desempeño,"Beta Korosi Consultoría, S.C.",134344.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s204ped08.zip
PAE2008,11s205ped08,11,Educación Pública,s205,Deporte,Específica de desempeño,"Beta Korosi Consultoría, S.C.",134343.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s205ped08.zip
PAE2008,11s206ped08,11,Educación Pública,s206,Alta Competencia,Específica de desempeño,"Beta Korosi Consultoría, S.C.",134338.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s206ped08.zip
PAE2008,11s207ped08,11,Educación Pública,s207,Programa de Apoyo a las Culturas Municipales y Comunitarias (PACMYC),Específica de desempeño,"Beta Korosi Consultoría, S.C.",134339.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s207ped08.zip
PAE2008,11s208ped08,11,Educación Pública,s208,Programa de Apoyo a Comunidades para Restauración de Monumentos y Bienes Artísticos de Propiedad Federal (FOREMOBA),Específica de desempeño,"Beta Korosi Consultoría, S.C.",134341.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s208ped08.zip
PAE2008,11s209ped08,11,Educación Pública,s209,Programa de Apoyo a la Infraestructura Cultural de los Estados (PAICE),Específica de desempeño,"Beta Korosi Consultoría, S.C.",134340.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11s209ped08.zip
PAE2008,11u001ped08,11,Educación Pública,u001,Programa nacional de horario extendido en primaria,Específica de desempeño,"C-230 Consultores, S. C.",77939.44,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u001ped08.zip
PAE2008,11u003ped08,11,Educación Pública,u003,Programas educativos en materia de prevención de adicciones,Específica de desempeño,Ívico Ahumada Lobo,73600.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u003ped08.zip
PAE2008,11u006ped08,11,Educación Pública,u006,Subsidios federales para organismos descentralizados estatales,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u006ped08.zip
PAE2008,11u007ped08,11,Educación Pública,u007,Fondo de Apoyo para Reformas Estructurales de las Universidades Públicas Estatales (Fondo de concurso para apoyar las reformas de las UPES para abatir pasivos contingentes derivados de pensiones y jubilaciones),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u007ped08.zip
PAE2008,11u008ped08,11,Educación Pública,u008,Fondo de Apoyo para Saneamiento Financiero de las UPES por Abajo de la Media Nacional en Subsidio por Alumno (Fondo de concurso para propuestas de saneamiento financiero),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",100000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u008ped08.zip
PAE2008,11u009ped08,11,Educación Pública,u009,Fondo para el Reconocimiento de Plantilla de las Universidades Públicas Estatales (fondo de concurso),Específica de desempeño,"C-230 Consultores, S. C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u009ped08.zip
PAE2008,11u010ped08,11,Educación Pública,u010,Fondo para Incremento de la Matrícula en Educación Superior de las Universidades Públicas Estatales y con Apoyo Solidario,Específica de desempeño,"C-230 Consultores, S. C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u010ped08.zip
PAE2008,11u011ped08,11,Educación Pública,u011,Fondo para la Consolidación de las Universidades Públicas Estatales y con Apoyo Solidario,Específica de desempeño,"C-230 Consultores, S. C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u011ped08.zip
PAE2008,11u012ped08,11,Educación Pública,u012,"Modelo de Asignación Adicional al Subsidio Federal Ordinario, Universidades Públicas Estatales (Distribución por la fórmula CUPIA con participación de la SEP y ANUIES)",Específica de desempeño,"C-230 Consultores, S. C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/11u012ped08.zip
PAE2008,12s037ped08,12,Salud,s037,Programa Comunidades Saludables,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s037ped08.zip
PAE2008,12s039ped08,12,Salud,s039,Programas de Atención a Personas con Discapacidad,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s039ped08.zip
PAE2008,12s149ped08,12,Salud,s149,Programas para la Protección y Desarrollo Integral de la Infancia,Específica de desempeño,Instituto Nacional de Salud Pública,140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s149ped08.zip
PAE2008,12s150ped08,12,Salud,s150,Programas de Atención a Familias y Población Vulnerable,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s150ped08.zip
PAE2008,12s200ped08,12,Salud,s200,Caravanas de la Salud,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s200ped08.zip
PAE2008,12s201ped08,12,Salud,s201,Seguro Médico para una Nueva Generación,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s201ped08.rar
PAE2008,12s202ped08,12,Salud,s202,Sistema Integral de Calidad en Salud,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12s202ped08.rar
PAE2008,12u004ped08,12,Salud,u004,Financiamiento equitativo de la atención médica,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",83055.56,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12u004ped08.rar
PAE2008,12u005pim08,12,Salud,u005,Sistema de Protección Social en Salud,Impacto,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán (INCMN).,138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/12u005pim08.pdf
PAE2008,14s042ped08,14,Trabajo y Previsión Social,s042,Programa de Apoyo a la Capacitación (PAC),Específica de desempeño,UAM-Xochimilco,105142.86,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/14s042ped08.zip
PAE2008,14s043ped08,14,Trabajo y Previsión Social,s043,Programa de Apoyo al Empleo (PAE),Específica de desempeño,UAM-Xochimilco,129920.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/14s043ped08.zip
PAE2008,14u001ped08,14,Trabajo y Previsión Social,u001,Programa de Fomento al Empleo,Específica de desempeño,UAM-Xochimilco,129920.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/14u001ped08.rar
PAE2008,15s088ped08,15,"Desarrollo Agrario, Territorial y Urbano",s088,Programa de la Mujer en el Sector Agrario (PROMUSAG),Específica de desempeño,Universidad Autónoma Metropolitana,114900.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/15s088ped08.zip
PAE2008,15s089ped08,15,"Desarrollo Agrario, Territorial y Urbano",s089,Fondo de Apoyo para Proyectos Productivos (FAPPA),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",114900.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/15s089ped08.rar
PAE2008,15s203ped08,15,"Desarrollo Agrario, Territorial y Urbano",s203,Joven Emprendedor Rural y Fondo de Tierras,Específica de desempeño,UAM-Xochimilco,135000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/15s203ped08.rar
PAE2008,16s044ped08,16,Medio Ambiente y Recursos Naturales,s044,ProÁrbol - Programa de Desarrollo Forestal (PRODEFOR),Específica de desempeño,Juan Manuel Torres Rojo,219991.53,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s044ped08.zip
PAE2008,16s045ped08,16,Medio Ambiente y Recursos Naturales,s045,ProÁrbol - Programa de Plantaciones Forestales Comerciales (PRODEPLAN),Específica de desempeño,Juan Manuel Torres Rojo,83348.90,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s045ped08.zip
PAE2008,16s046ped08,16,Medio Ambiente y Recursos Naturales,s046,Programa de Desarrollo Regional Sustentable (PRODERS),Específica de desempeño,"Beta Korosi Consultoría, S.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s046ped08.zip
PAE2008,16s047ped08,16,Medio Ambiente y Recursos Naturales,s047,Programa de Agua Limpia,Específica de desempeño,Ernesto Cervera,140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s047ped08.zip
PAE2008,16s049ped08,16,Medio Ambiente y Recursos Naturales,s049,Programa de Desarrollo Institucional Ambiental (PDIA),Específica de desempeño,"Beta Korosi Consultoría, S.C.",63428.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s049ped08.zip
PAE2008,16s074ped08,16,Medio Ambiente y Recursos Naturales,s074,"Programa de Agua Potable, Alcantarillado y Saneamiento en Zonas Urbanas",Específica de desempeño,"El Colegio de México, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s074ped08.zip
PAE2008,16s075ped08,16,Medio Ambiente y Recursos Naturales,s075,Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s075ped08.zip
PAE2008,16s076ped08,16,Medio Ambiente y Recursos Naturales,s076,Programa de Desarrollo de Infraestructura de Temporal,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s076ped08.zip
PAE2008,16s077ped08,16,Medio Ambiente y Recursos Naturales,s077,Programa de Conservación y Rehabilitación de Áreas de Temporal,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s077ped08.zip
PAE2008,16s078ped08,16,Medio Ambiente y Recursos Naturales,s078,Programa de Ampliación de Distritos de Riego,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s078ped08.zip
PAE2008,16s079ped08,16,Medio Ambiente y Recursos Naturales,s079,Programa de Rehabilitación y Modernización de Distritos de Riego,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s079ped08.zip
PAE2008,16s080ped08,16,Medio Ambiente y Recursos Naturales,s080,Programa de Desarrollo Parcelario,Específica de desempeño,"El Colegio de México, A.C.",63428.57,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s080ped08.zip
PAE2008,16s081ped08,16,Medio Ambiente y Recursos Naturales,s081,Programa de Uso Eficiente del Agua y la Energía Eléctrica,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s081ped08.zip
PAE2008,16s082ped08,16,Medio Ambiente y Recursos Naturales,s082,Programa de Ampliación de Unidades de Riego,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s082ped08.zip
PAE2008,16s083ped08,16,Medio Ambiente y Recursos Naturales,s083,Programa de Uso Pleno de la Infraestructura Hidroagrícola,Específica de desempeño,"GEA Grupo de Economistas y Asociados, S.C.",75044.40,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s083ped08.zip
PAE2008,16s110ped08,16,Medio Ambiente y Recursos Naturales,s110,ProÁrbol - Programa de Pago por Servicios Ambientales (PSA),Específica de desempeño,Juan Manuel Torres Rojo,ND,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s110ped08.zip
PAE2008,16s122ped08,16,Medio Ambiente y Recursos Naturales,s122,ProÁrbol - Programa de Conservación y Restauración de Ecosistemas Forestales (PROCOREF),Específica de desempeño,Juan Manuel Torres Rojo,219991.53,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s122ped08.zip
PAE2008,16s136ped08,16,Medio Ambiente y Recursos Naturales,s136,ProÁrbol - Programa para desarrollar el mercado de servicios ambientales por captura de carbono y los derivados de la biodiversidad y para fomentar el establecimiento y mejoramiento de sistemas agroforestales,Específica de desempeño,Juan Manuel Torres Rojo,83348.90,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16s136ped08.zip
PAE2008,16u003ped08,16,Medio Ambiente y Recursos Naturales,u003,ProÁrbol - Manejo de Germoplasma y Producción de Planta,Específica de desempeño,Juan Manuel Torres Rojo,219991.53,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16u003ped08.zip
PAE2008,16u004ped08,16,Medio Ambiente y Recursos Naturales,u004,ProÁrbol - Prevención y Combate de Incendios Forestales,Específica de desempeño,Juan Manuel Torres Rojo,85895.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16u004ped08.zip
PAE2008,16u005ped08,16,Medio Ambiente y Recursos Naturales,u005,ProÁrbol - Promoción de la producción y la productividad de los Ecosistemas Forestales de manera sustentable,Específica de desempeño,Juan Manuel Torres Rojo,219991.53,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16u005ped08.zip
